seedId,temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name,season,soil_num,humidity_rate_tens,rainfall_tens,hydrometry_rate_tens,sunshine_rate_tens
45024,15,70,70,40,60,Sandy,6,2,Norway,many-flowered heather,shrub,9,31,6,4,7,7
45025,10,60,50,30,70,Peaty,6,1,Sweden,many-flowered heather,shrub,8,26,7,3,6,5
45026,-5,60,20,20,70,Loamy,6,4,Finland/Lapland,lapland willow,shrub,5,17,7,2,6,2
45027,-10,50,10,10,60,Sandy,2,2,Sweden/Lapland,lapland willow,shrub,4,31,6,1,5,1
45028,-15,40,0,5,50,Loamy,6,4,Norway/Lapland,lapland willow,shrub,3,17,5,0,4,0
45029,-8,45,5,15,55,Loamy,6,4,Russia/Lapland,lapland willow,shrub,4,17,6,2,4,0
45030,-12,55,15,10,65,Sandy,2,2,Canada/Lapland,lapland willow,shrub,3,31,6,1,6,2
45098,30,90,80,70,90,Loamy,6,4,Australia/Sydney,willow haste leaves,shrub,12,17,9,7,9,8
45099,15,60,50,40,60,Clay,6,2,Canada/Toronto,willow haste leaves,shrub,9,5,6,4,6,5
45100,20,70,60,50,70,Sandy,6,4,Netherlands/Amsterdam,willow haste leaves,shrub,10,31,7,5,7,6
45109,8,38,55,55,58,Loamy,6,2,Sweden/Stockholm,alpine currant,shrub,7,17,6,6,4,6
45110,5,35,50,50,55,Loamy,6,2,Finland/Helsinki,alpine currant,shrub,7,17,6,5,4,5
45118,28,75,95,85,85,Sandy,6,2,Israel/Jerusalem,jerusalem sage,shrub,11,31,8,8,8,10
45120,24,68,92,72,72,Loamy,6,4,Israel/Jerusalem,jerusalem sage,shrub,10,17,7,7,7,9
45122,22,55,75,75,65,Sandy,6,4,Korea/Seoul,ciliated rhododendron,shrub,10,31,6,8,6,8
45127,25,60,70,80,70,Sandy,2,1,France/Paris,rosehip with reddish leaves,shrub,11,31,7,8,6,7
45129,18,35,40,50,40,Loamy,6,4,United States/New York,rosehip with reddish leaves,shrub,9,17,4,5,4,4
45132,20,40,60,70,70,Sandy,6,2,Russia/Moscow,tomentose rosehip,shrub,10,31,7,7,4,6
45135,15,30,50,60,70,Loamy,6,2,United States/New York,tomentose rosehip,shrub,9,17,7,6,3,5
45139,22,70,80,65,75,Clay,6,2,Australia/Sydney,whole-leaved cotoneaster,shrub,10,5,8,6,7,8
45152,25,70,90,30,50,Sandy,6,2,Canada/Ontario,sand cherry,shrub,11,31,5,3,7,9
45153,28,65,85,25,45,Sandy,6,2,Russia/Moscow,sand cherry,shrub,11,31,4,2,6,8
45154,32,55,95,15,35,Sandy,2,1,Australia/Sydney,sand cherry,shrub,12,31,4,2,6,10
45155,27,75,100,35,55,Sandy,6,4,Mexico/Cancun,sand cherry,shrub,11,31,6,4,8,10
45164,20,60,80,50,70,Sandy,2,1,France/Paris,edelweiss cactus,shrub,10,31,7,5,6,8
45168,15,40,50,70,80,Loamy,6,4,Chile,gaultheria myrsinoides,shrub,9,17,8,7,4,5
45169,20,30,40,80,90,Sandy,6,4,Australia,gaultheria myrsinoides,shrub,10,31,9,8,3,4
45170,25,60,80,90,100,Loamy,6,4,Canada,gaultheria myrsinoides,shrub,11,17,10,9,6,8
45185,18,60,80,60,65,Loamy,6,4,Germany/Berlin,viburnum farreri,shrub,9,17,6,6,6,8
45188,20,60,70,70,65,Clayey,6,2,France/Paris,rosa gymnocarpa,shrub,10,8,6,7,6,7
45196,25,70,60,70,60,Loamy,6,4,China/Beijing,mother-in-law cushion,shrub,11,17,6,7,7,6
45197,20,60,50,60,50,Sandy,2,2,Japan/Tokyo,mother-in-law cushion,shrub,10,31,5,6,6,5
45217,22,55,65,75,65,Loamy,6,4,Japan/Tokyo,salix gracilistyla,shrub,10,17,6,8,6,6
45218,18,45,55,60,55,Sandy,2,2,India/Bangalore,salix gracilistyla,shrub,9,31,6,6,4,6
45219,19,40,50,55,50,Loamy,6,2,Brazil/Rio de Janeiro,salix gracilistyla,shrub,9,17,5,6,4,5
45220,15,35,40,50,45,Loamy,6,2,Greece,salix gracilistyla,shrub,9,17,4,5,4,4
45222,30,70,90,60,80,Loamy,6,2,South Africa/Cape Town,acacia podalyriifolia,shrub,12,17,8,6,7,9
45260,20,20,30,20,70,Loamy,6,2,Greece,ilex pedunculosa,shrub,10,17,7,2,2,3
45275,24,68,85,75,80,Clayey,6,2,United Kingdom/London,silky rose,shrub,10,8,8,8,7,8
45279,18,70,80,80,70,Loamy,6,2,Germany/Berlin,botanical creeper rose,shrub,9,17,7,8,7,8
45282,20,60,80,70,75,Sandy,6,4,Canada,vaccinium scoparium,shrub,10,31,8,7,6,8
45292,18,70,60,80,80,Sandy,6,4,Japan/Tokyo,small-leaved boxwood,shrub,9,31,8,8,7,6
45303,18,60,50,80,70,Sandy,6,2,Canada/British Columbia,arctostaphylos tomentosa,shrub,9,31,7,8,6,5
45310,23,75,45,55,80,Loamy,6,4,Vietnam/Hanoi,pyracantha crenulata,shrub,10,17,8,6,8,4
45311,30,50,80,40,60,Loamy,6,4,Spain/Madrid,highly branched tamarisk,shrub,12,17,6,4,5,8
45312,35,40,90,30,50,Sandy,6,2,USA/California,highly branched tamarisk,shrub,13,31,5,3,4,9
45313,25,60,70,50,70,Loamy,6,4,Australia/Sydney,highly branched tamarisk,shrub,11,17,7,5,6,7
45315,30,40,80,40,60,Sandy,6,4,Argentina/Buenos Aires,highly branched tamarisk,shrub,12,31,6,4,4,8
45344,15,60,70,70,70,Sandy,6,2,United Kingdom/Scotland,sorbus scopulina,shrub,9,31,7,7,6,7
45366,25,75,60,100,80,Loamy,6,4,Japan/Kyoto,siebold's magnolia,shrub,11,17,8,10,8,6
45368,24,80,65,95,85,Loamy,6,4,China/Shanghai,siebold's magnolia,shrub,10,17,8,10,8,6
45371,15,70,60,50,60,Sandy loam,6,4,Chile,maqui berry,shrub,9,36,6,5,7,6
45373,25,90,80,70,80,Sandy loam,6,4,Brazil,maqui berry,shrub,11,36,8,7,9,8
45374,15,70,60,50,60,Loamy,6,4,New Zealand,maqui berry,shrub,9,17,6,5,7,6
45375,20,80,70,60,70,Sandy loam,6,4,Australia,maqui berry,shrub,10,36,7,6,8,7
45376,15,50,60,70,70,Loamy,6,4,Nepal/Kathmandu,rhododendron campanulatum,shrub,9,17,7,7,5,6
45378,10,40,50,80,75,Loamy,6,4,Bhutan/Thimphu,rhododendron campanulatum,shrub,8,17,8,8,4,5
45379,12,45,55,75,70,Loamy,6,4,China/Yunnan,rhododendron campanulatum,shrub,8,17,7,8,4,6
45383,14,45,55,25,50,Loamy,6,2,South Korea/Daegu,korean cherry,shrub,8,17,5,2,4,6
45384,17,60,70,40,70,Loamy,6,4,South Korea/Incheon,korean cherry,shrub,9,17,7,4,6,7
45391,20,40,60,80,70,Sandy,6,4,United States/Nevada,arctostaphylos nevadensis,shrub,10,31,7,8,4,6
45412,25,50,80,70,70,Loamy,6,2,Canada/Toronto,rosa arkansana,shrub,11,17,7,7,5,8
45414,18,45,85,75,75,Loamy,6,4,Germany/Berlin,rosa arkansana,shrub,9,17,8,8,4,8
45466,22,60,80,70,75,Acidic,6,2,United States/Seattle,vaccinium arctostaphylos,shrub,10,0,8,7,6,8
45467,20,65,75,80,80,Well-drained,6,4,Canada/Vancouver,vaccinium arctostaphylos,shrub,10,50,8,8,6,8
45470,23,65,85,75,80,Clayey,6,2,Germany/Berlin,vaccinium arctostaphylos,shrub,10,8,8,8,6,8
45473,20,60,70,75,80,Sandy,6,4,Korea/Seoul,japanese star anise,shrub,10,31,8,8,6,7
45474,25,70,85,55,75,Loamy,6,2,India/Delhi,japanese star anise,shrub,11,17,8,6,7,8
45480,20,30,40,30,60,Loamy,6,2,Greece,lonicera chrysantha,shrub,10,17,6,3,3,4
45482,20,45,60,70,70,Loamy,2,1,Pakistan/Islamabad,rosa sweginzowii,shrub,10,17,7,7,4,6
45483,10,50,50,60,60,Clay,6,4,Iran/Tehran,rosa sweginzowii,shrub,8,5,6,6,5,5
45485,10,30,40,50,70,Loamy,6,2,India/Dehradun,rosa sweginzowii,shrub,8,17,7,5,3,4
45513,20,60,70,70,70,Clay,6,2,Argentina,acacia verticillata,shrub,10,5,7,7,6,7
45526,40,40,70,20,30,Sandy,2,1,Australia,acacia aneura,shrub,14,31,3,2,4,7
45527,35,50,80,25,40,Sandy,2,1,Australia,acacia aneura,shrub,13,31,4,2,5,8
45528,30,60,90,30,50,Sandy,6,2,Australia,acacia aneura,shrub,12,31,5,3,6,9
45530,20,80,90,40,70,Loamy,6,4,Australia,acacia aneura,shrub,10,17,7,4,8,9
45538,22,50,70,60,75,Loamy,6,2,France/Paris,diervilla lonicera,shrub,10,17,8,6,5,7
45547,18,65,90,60,75,Loamy,6,2,Canada/Vancouver,oemleria cerasiformis,shrub,9,17,8,6,6,9
45548,22,60,95,70,70,Sandy,6,2,Australia/Sydney,oemleria cerasiformis,shrub,10,31,7,7,6,10
45571,25,60,70,40,50,Well-drained,6,2,United States/California,california redbud,shrub,11,50,5,4,6,7
45573,22,70,90,60,60,Loamy,6,2,United States/California,california redbud,shrub,10,17,6,6,7,9
45574,23,75,95,70,65,Well-drained,6,2,United States/California,california redbud,shrub,10,50,6,7,8,10
45575,24,80,100,80,70,Well-drained,6,2,United States/California,california redbud,shrub,10,50,7,8,8,10
45600,18,65,75,75,75,Loamy,6,2,Germany,nootka rose,shrub,9,17,8,8,6,8
45609,20,45,50,70,65,Loamy,6,4,Russia,grassy lingonberry,shrub,10,17,6,7,4,5
45610,22,40,55,75,60,Loamy,6,4,Canada,grassy lingonberry,shrub,10,17,6,8,4,6
45612,30,70,90,80,80,Sandy loam,6,4,United States/Louisiana,illicium floridanum,shrub,12,36,8,8,7,9
45614,20,50,60,60,60,Sandy loam,6,2,United States/Texas,illicium floridanum,shrub,10,36,6,6,5,6
45615,25,70,80,70,70,Sandy loam,6,2,United States/South Carolina,illicium floridanum,shrub,11,36,7,7,7,8
45643,12,55,60,50,70,Sandy,6,2,Norway/Oslo,gaultheria ovatifolia,shrub,8,31,7,5,6,6
45656,18,50,70,40,65,Loamy,6,2,Canada/Saskatoon,lamarck's saskatoon,shrub,9,17,6,4,5,7
45657,20,55,75,45,70,Loamy,6,2,Canada/Saskatoon,lamarck's saskatoon,shrub,10,17,7,4,6,8
45664,23,55,75,30,50,Loamy,6,4,Norway/Oslo,salix brachycarpa,shrub,10,17,5,3,6,8
45665,25,60,80,20,45,Loamy,6,4,Finland/Helsinki,salix brachycarpa,shrub,11,17,4,2,6,8
45688,28,55,75,45,65,Sandy,2,1,United States/Arizona,dasylirion texanum,shrub,11,31,6,4,6,8
45690,25,55,75,45,60,Loamy,2,1,United States/Oklahoma,dasylirion texanum,shrub,11,17,6,4,6,8
45696,25,60,80,50,60,Loamy,6,2,Mexico,condalia hookeri,shrub,11,17,6,5,6,8
45697,30,70,90,60,70,Sandy,6,4,United States/Texas,condalia hookeri,shrub,12,31,7,6,7,9
45698,20,50,70,40,50,Sandy,2,1,Argentina,condalia hookeri,shrub,10,31,5,4,5,7
45709,25,50,90,60,60,Loamy,6,2,South Africa,brachyglottis monroi,shrub,11,17,6,6,5,9
45710,18,70,80,70,70,Sandy,6,2,United States,brachyglottis monroi,shrub,9,31,7,7,7,8
45720,25,30,40,20,80,Loamy,6,2,Greece,photinia,shrub,11,17,8,2,3,4
45723,18,65,90,75,75,Sandy loam,6,2,Morocco,drosophyllum lusitanicum,shrub,9,36,8,8,6,9
45726,20,50,60,70,60,Sandy,6,4,United States/New York,horned holly,shrub,10,31,6,7,5,6
45730,19,50,60,70,65,Sandy,6,2,Canada/Toronto,horned holly,shrub,9,31,6,7,5,6
45731,25,70,80,60,60,Sandy,2,1,Argentina,baccharis patagonica,shrub,11,31,6,6,7,8
45740,14,50,65,40,60,Loamy,6,1,France/Paris,crataegus laciniata,shrub,8,17,6,4,5,6
45743,30,55,90,60,55,Loamy,6,2,India/Bangalore,motherwort leonotis,shrub,12,17,6,6,6,9
45761,20,40,60,50,60,Sandy,2,2,United States/California,ceanothus sanguineus,shrub,10,31,6,5,4,6
45764,15,55,50,80,75,Clayey,6,4,Chile/Santiago,ceanothus sanguineus,shrub,9,8,8,8,6,5
45784,22,80,85,65,90,Loamy,6,2,Spain/Formentera,balearic boxwood,shrub,10,17,9,6,8,8
45785,25,85,90,70,95,Loamy,6,2,Spain/Cabrera,balearic boxwood,shrub,11,17,10,7,8,9
45792,25,60,80,60,60,Loamy,6,4,Japan/Tokyo,wrinkle-leaved viburnum,shrub,11,17,6,6,6,8
45794,20,70,70,50,70,Loamy,6,2,Brazil/Rio de Janeiro,wrinkle-leaved viburnum,shrub,10,17,7,5,7,7
45815,20,30,40,70,60,Silty,6,2,United States/Arizona,ephedra trifurca,shrub,10,41,6,7,3,4
45816,25,70,40,80,60,Loamy,6,4,China/Beijing,prunus rivularis,shrub,11,17,6,8,7,4
45817,20,60,50,70,50,Sandy,6,2,Japan/Tokyo,prunus rivularis,shrub,10,31,5,7,6,5
45824,15,50,60,75,70,Sandy,6,4,Canada/Newfoundland and Labrador,labrador rose,shrub,9,31,7,8,5,6
45825,20,55,65,80,75,Loamy,6,4,Canada/Newfoundland and Labrador,labrador rose,shrub,10,17,8,8,6,6
45826,5,40,50,60,60,Sandy,2,1,Canada/Ottawa,frost cotoneaster,shrub,7,31,6,6,4,5
45827,0,50,40,70,70,Loamy,6,2,Russia/Moscow,frost cotoneaster,shrub,6,17,7,7,5,4
45828,-2,45,60,50,50,Clay,6,4,Germany/Berlin,frost cotoneaster,shrub,5,5,5,5,4,6
45829,-5,35,30,40,40,Sandy,2,1,Norway/Oslo,frost cotoneaster,shrub,5,31,4,4,4,3
45830,2,55,70,50,50,Loamy,6,2,United States/Washington D.C.,frost cotoneaster,shrub,6,17,5,5,6,7
45835,19,40,65,75,85,Loamy,6,2,Argentina/Buenos Aires,baccharis pilularis,shrub,9,17,8,8,4,6
45845,16,50,40,40,50,Loamy,6,2,Greece,corylopsis spicata,shrub,9,17,5,4,5,4
45853,20,50,80,40,60,Sandy,2,1,Spain/Andalusia,fallugia paradoxa,shrub,10,31,6,4,5,8
45855,15,40,70,60,50,Loamy,6,2,France/Provence,fallugia paradoxa,shrub,9,17,5,6,4,7
45862,20,70,70,40,60,Sandy,6,2,Japan/Tokyo,chinese witch hazel,shrub,10,31,6,4,7,7
45864,22,75,75,45,65,Loamy,6,2,Brazil/Rio de Janeiro,chinese witch hazel,shrub,10,17,6,4,8,8
45865,17,55,55,25,45,Sandy,6,2,Greece,chinese witch hazel,shrub,9,31,4,2,6,6
45866,25,70,80,70,75,Swampy,6,4,United States/Florida,swamp ledon,shrub,11,47,8,7,7,8
45867,28,75,85,80,80,Swampy,6,4,Mexico/Cancun,swamp ledon,shrub,11,47,8,8,8,8
45868,23,65,75,70,70,Swampy,6,4,Australia/Cairns,swamp ledon,shrub,10,47,7,7,6,8
45870,24,68,78,72,72,Swampy,6,4,Indonesia/Jakarta,swamp ledon,shrub,10,47,7,7,7,8
45881,25,50,80,60,70,Loamy,6,4,South Africa,cape honeysuckle,shrub,11,17,7,6,5,8
45890,15,50,30,40,60,Sandy,6,2,South Korea,korean white forsythia,shrub,9,31,6,4,5,3
45904,18,80,60,80,85,Sandy,6,4,Brazil/Sao Paulo,puff tree,shrub,9,31,8,8,8,6
45937,12,55,65,55,65,Sandy,6,2,France/Paris,alpine grape,shrub,8,31,6,6,6,6
45939,8,45,55,45,55,Loamy,6,2,Germany/Berlin,alpine grape,shrub,7,17,6,4,4,6
45940,5,40,50,40,50,Loamy,6,2,Canada/Toronto,alpine grape,shrub,7,17,5,4,4,5
45949,21,40,80,45,45,Loamy,6,2,United States/California,ceanothus velutinus,shrub,10,17,4,4,4,8
45952,20,70,80,80,70,Loamy,6,4,Canada/Ontario,sambucus pubens,shrub,10,17,7,8,7,8
45956,20,40,50,60,70,Sandy,6,2,Australia/Snowy River,snowy river acacia,shrub,10,31,7,6,4,5
45958,25,50,70,80,90,Loamy,6,4,Canada/Alberta,snowy river acacia,shrub,11,17,9,8,5,7
45960,22,60,80,90,95,Loamy,6,4,South Africa/KwaZulu-Natal,snowy river acacia,shrub,10,17,10,9,6,8
45961,15,70,60,50,70,Sandy,6,4,United States/Washington,vaccinium parvifolium,shrub,9,31,7,5,7,6
45970,28,60,100,90,90,Loamy,6,4,Australia/Sydney,cotoneaster blue,shrub,11,17,9,9,6,10
45974,18,55,70,60,65,Sandy,6,1,Spain,white-flowered laburnum,shrub,9,31,6,6,6,7
45982,20,55,40,60,70,Loamy,6,4,Canada/Toronto,lambert's hazel,shrub,10,17,7,6,6,4
45984,18,55,50,70,75,Loamy,6,4,United Kingdom/London,lambert's hazel,shrub,9,17,8,7,6,5
45985,20,50,40,60,70,Loamy,6,4,Australia/Sydney,lambert's hazel,shrub,10,17,7,6,5,4
45989,25,75,80,60,75,Loamy,6,4,United States/Utah,rhus trilobata,shrub,11,17,8,6,8,8
45990,20,70,90,60,70,Sandy,2,1,Mexico/Sonora,rhus trilobata,shrub,10,31,7,6,7,9
45991,25,40,60,40,60,Loamy,6,2,United States/California,coyote willow,shrub,11,17,6,4,4,6
45992,20,50,70,50,70,Sandy,6,2,Canada/Ontario,coyote willow,shrub,10,31,7,5,5,7
45995,22,45,65,45,65,Loamy,6,2,Australia/Sydney,coyote willow,shrub,10,17,6,4,4,6
46040,15,50,60,70,60,Loamy,6,2,Brazil/Sao Paulo,gaultheria hispida,shrub,9,17,6,7,5,6
46046,50,60,80,50,60,Loamy,6,4,United States,american holly,shrub,16,17,6,5,6,8
46047,45,55,70,40,55,Sandy,6,2,United States,american holly,shrub,15,31,6,4,6,7
46048,55,65,90,60,70,Loamy,6,4,United States,american holly,shrub,17,17,7,6,6,9
46049,40,50,60,30,50,Sandy,6,2,United States,american holly,shrub,14,31,5,3,5,6
46050,35,45,50,20,45,Loamy,6,2,United States,american holly,shrub,13,17,4,2,4,5
46064,22,65,80,60,75,Clay,6,2,Spain,weber's agave,shrub,10,5,8,6,6,8
46075,20,20,30,40,60,Sandy,2,1,Greece,ephedra equisetina,shrub,10,31,6,4,2,3
46077,25,80,90,60,70,Loamy,6,2,USA/Texas,yucca rupicola,shrub,11,17,7,6,8,9
46078,35,50,100,20,40,Sandy,2,1,USA/Arizona,yucca rupicola,shrub,13,31,4,2,5,10
46080,25,60,80,40,70,Loamy,6,2,USA/Florida,yucca rupicola,shrub,11,17,7,4,6,8
46081,25,60,70,100,80,Loamy,6,4,United States/Florida,cyrilla racemiflora,shrub,11,17,8,10,6,7
46101,25,70,60,100,70,Loamy,6,4,China/Beijing,euonymus oxyphyllus,shrub,11,17,7,10,7,6
46102,20,60,50,80,60,Loamy,6,2,Japan/Tokyo,euonymus oxyphyllus,shrub,10,17,6,8,6,5
46104,18,55,45,75,55,Loamy,6,2,Brazil/Rio de Janeiro,euonymus oxyphyllus,shrub,9,17,6,8,6,4
46105,10,40,30,60,40,Loamy,6,2,Greece,euonymus oxyphyllus,shrub,8,17,4,6,4,3
46106,30,40,70,50,50,Sandy,2,1,United States/California,encelia farinosa,shrub,12,31,5,5,4,7
46112,20,70,80,50,70,Loamy,6,4,Japan/Tokyo,weeping forsythia,shrub,10,17,7,5,7,8
46122,30,75,100,60,60,Sandy,2,2,United States/Arizona,chilopsis,shrub,12,31,6,6,8,10
46167,28,75,80,70,75,Sandy loam,6,4,Thailand/Bangkok,seagrape,shrub,11,36,8,7,8,8
46168,32,85,95,55,65,Sandy loam,6,4,Mexico/Cancun,seagrape,shrub,12,36,6,6,8,10
46169,26,70,85,65,80,Sandy loam,6,4,Malaysia/Kuala Lumpur,seagrape,shrub,11,36,8,6,7,8
46170,29,75,85,60,75,Sandy loam,6,4,Philippines/Manila,seagrape,shrub,11,36,8,6,8,8
46179,25,60,80,70,70,Clay,6,2,France,myricaria germanica,shrub,11,5,7,7,6,8
46190,20,45,65,55,55,Loamy,6,1,Australia/Sydney,crucialelle maritime,shrub,10,17,6,6,4,6
46192,20,75,70,70,75,Sandy,6,2,New Zealand,gorse,shrub,10,31,8,7,8,7
46212,25,50,70,70,80,Sandy,6,4,Turkey/Mugla,lycian juniper,shrub,11,31,8,7,5,7
46213,15,30,40,50,60,Loamy,2,1,Spain/Valencia,lycian juniper,shrub,9,17,6,5,3,4
46218,15,40,60,50,50,Loamy,2,1,France,small-flowered gorse,shrub,9,17,5,5,4,6
46252,15,40,50,60,50,Clay,6,2,United States/New York,scree currant,shrub,9,5,5,6,4,5
46255,15,40,50,60,50,Clay,6,1,France/Paris,scree currant,shrub,9,5,5,6,4,5
46264,18,55,60,50,70,Sandy,2,2,Canada/Toronto,arceutobe,shrub,9,31,7,5,6,6
46266,15,60,50,70,70,Rocky,6,2,Switzerland/Zurich,alpine stonecrop,shrub,9,30,7,7,6,5
46267,10,50,40,60,60,Rocky,2,1,Austria/Vienna,alpine stonecrop,shrub,8,30,6,6,5,4
46268,12,55,45,65,65,Rocky,6,2,Italy/Rome,alpine stonecrop,shrub,8,30,6,6,6,4
46269,8,45,35,55,55,Rocky,2,1,France/Paris,alpine stonecrop,shrub,7,30,6,6,4,4
46270,10,50,40,60,60,Rocky,6,2,Germany/Berlin,alpine stonecrop,shrub,8,30,6,6,5,4
46275,25,40,60,50,70,Loamy,6,2,Greece/Athens,flax-leaved broom,shrub,11,17,7,5,4,6
46305,30,90,100,100,90,Loamy,6,4,Italy/Rome,jundzill rosehip,shrub,12,17,9,10,9,10
46325,16,50,30,50,65,Loamy,6,2,Netherlands,heather of saint-daboec,shrub,9,17,6,5,5,3
46331,15,75,50,70,60,Sandy,6,2,France/Corsica,corsican heather,shrub,9,31,6,7,8,5
46332,10,80,40,80,70,Sandy,6,2,France/Corsica,corsican heather,shrub,8,31,7,8,8,4
46334,12,75,30,80,80,Loamy,6,4,France/Corsica,corsican heather,shrub,8,17,8,8,8,3
46335,18,80,70,50,60,Sandy,6,1,France/Corsica,corsican heather,shrub,9,31,6,5,8,7
46371,25,60,70,50,70,Sandy,2,1,Morocco,lycium afrum,shrub,11,31,7,5,6,7
46425,20,50,60,30,40,Loamy,6,2,Dominican Republic,cerisier des antilles,shrub,10,17,4,3,5,6
46432,25,70,80,70,70,Sandy,6,4,Japan/Tokyo,buddleja sessiliflora,shrub,11,31,7,7,7,8
46435,25,40,50,60,70,Sandy,2,2,Greece,buddleja sessiliflora,shrub,11,31,7,6,4,5
46441,30,40,100,10,10,Sandy,2,1,USA/Arizona,ambrosia dumosa,shrub,12,31,1,1,4,10
46442,35,50,90,20,20,Sandy,6,1,Mexico/Baja California,ambrosia dumosa,shrub,13,31,2,2,5,9
46443,25,60,80,30,30,Loamy,6,2,Australia/Western Australia,ambrosia dumosa,shrub,11,17,3,3,6,8
46444,20,70,70,40,40,Loamy,6,2,India/Rajasthan,ambrosia dumosa,shrub,10,17,4,4,7,7
46445,15,80,60,50,50,Loamy,6,4,South Africa/Northern Cape,ambrosia dumosa,shrub,9,17,5,5,8,6
46450,20,30,10,10,40,Loamy,6,2,Spain/Andalusia,ribes fasciculatum,shrub,10,17,4,1,3,1
46462,22,75,90,100,80,Loamy,6,4,South Africa,sparmannia africana,shrub,10,17,8,10,8,9
46465,20,70,80,70,70,Loamy,6,4,South Africa,sparmannia africana,shrub,10,17,7,7,7,8
46468,30,60,90,60,70,Loamy,6,2,South Africa,tylecodon wallichii,shrub,12,17,7,6,6,9
46483,15,40,60,50,60,Clay,6,1,Canada/Toronto,ilex glabra,shrub,9,5,6,5,4,6
46486,15,60,30,40,65,Loamy,6,2,Nepal,rhododendron scabrifolium,shrub,9,17,6,4,6,3
46487,18,70,40,50,60,Loamy,6,4,Bhutan,rhododendron scabrifolium,shrub,9,17,6,5,7,4
46489,14,55,25,35,75,Loamy,6,2,China,rhododendron scabrifolium,shrub,8,17,8,4,6,2
46490,17,75,45,55,55,Loamy,6,4,Japan,rhododendron scabrifolium,shrub,9,17,6,6,8,4
46491,20,70,45,60,65,Sandy,6,2,Australia/Sydney,telopea speciosissima,shrub,10,31,6,6,7,4
46493,22,75,60,70,70,Clay,6,2,Australia/Brisbane,telopea speciosissima,shrub,10,5,7,7,8,6
46497,20,65,75,65,75,Sandy,6,2,Hawaii,argyroxiphium kauense,shrub,10,31,8,6,6,8
46512,20,60,70,50,40,Sandy,2,2,Canada/British Columbia,symphoricarpos mollis,shrub,10,31,4,5,6,7
46515,20,30,40,20,60,Loamy,6,2,France,symphoricarpos mollis,shrub,10,17,6,2,3,4
46521,25,60,70,100,70,Sandy,2,1,Australia,eucalyptus stoatei,shrub,11,31,7,10,6,7
46522,20,50,80,90,60,Loamy,6,2,South Africa,eucalyptus stoatei,shrub,10,17,6,9,5,8
46523,30,70,90,80,70,Sandy,6,4,Brazil,eucalyptus stoatei,shrub,12,31,7,8,7,9
46524,25,60,70,100,70,Loamy,6,2,India,eucalyptus stoatei,shrub,11,17,7,10,6,7
46525,20,50,80,90,60,Sandy,2,1,United States,eucalyptus stoatei,shrub,10,31,6,9,5,8
46528,28,75,95,70,75,Sandy,6,2,Argentina,echinocereus cinerascens,shrub,11,31,8,7,8,10
46550,16,55,30,70,60,Sandy,6,2,France/Corsica,cheirolophus arbutifolius,shrub,9,31,6,7,6,3
46570,20,50,70,80,70,Sandy,6,2,Finland/Helsinki,cassiope mertensiana,shrub,10,31,7,8,5,7
46592,30,65,90,70,70,Loamy,6,4,India/Delhi,viburnum buddleifolium,shrub,12,17,7,7,6,9
46593,20,60,70,50,50,Sandy,6,2,Mexico/Cancun,viburnum buddleifolium,shrub,10,31,5,5,6,7
46596,20,40,60,70,60,Loamy,6,4,Nepal,rhododendron campylocarpum,shrub,10,17,6,7,4,6
46599,16,35,45,65,55,Loamy,6,4,China,rhododendron campylocarpum,shrub,9,17,6,6,4,4
46603,22,75,90,85,75,Loamy,6,4,Germany/Berlin,gadelier rouge sauvage,shrub,10,17,8,8,8,9
46617,10,50,40,30,60,Sandy,6,2,India/Shimla,rhododendron racemosum,shrub,8,31,6,3,5,4
46632,30,60,100,70,70,Sandy,2,2,Australia,acacia sophorae,shrub,12,31,7,7,6,10
46634,25,60,100,70,70,Loamy,2,2,Australia,acacia sophorae,shrub,11,17,7,7,6,10
46638,25,75,95,60,75,Loamy,6,2,Australia/Sydney,begonia bipinnatifida,shrub,11,17,8,6,8,10
46642,30,50,90,60,70,Sandy,5,2,Australia/Sydney,euphorbia virosa,shrub,12,31,7,6,5,9
46651,15,70,60,70,80,Acidic,6,4,Nepal/Kathmandu,rhododendron oreotrephes,shrub,9,0,8,7,7,6
46655,17,75,50,90,85,Acidic,6,4,USA/Seattle,rhododendron oreotrephes,shrub,9,0,8,9,8,5
46663,22,75,80,60,70,Sandy,6,4,Botswana,tylecodon buchholzianus,shrub,10,31,7,6,8,8
46689,15,40,50,60,60,Sandy,6,2,Canada/British Columbia,arctostaphylos pallida,shrub,9,31,6,6,4,5
46713,20,40,70,60,70,Clayey,6,2,United States/Arizona,eysenhardtia texana,shrub,10,8,7,6,4,7
46714,25,50,80,70,65,Sandy,6,4,United States/New Mexico,eysenhardtia texana,shrub,11,31,6,7,5,8
46715,30,40,70,60,60,Loamy,6,4,United States/California,eysenhardtia texana,shrub,12,17,6,6,4,7
46716,24,60,40,50,70,Loamy,6,2,Hawaii,brighamia rockii,shrub,10,17,7,5,6,4
46717,22,55,50,60,65,Sandy,6,2,Hawaii,brighamia rockii,shrub,10,31,6,6,6,5
46718,26,65,60,70,75,Loamy,6,4,Hawaii,brighamia rockii,shrub,11,17,8,7,6,6
46719,23,50,45,55,60,Sandy,6,2,Hawaii,brighamia rockii,shrub,10,31,6,6,5,4
