temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name
28,60,100,90,90,Loamy,6,4,Australia/Sydney,cotoneaster blue,shrub
20,60,80,70,70,Sandy,2,2,France,white-flowered laburnum,shrub
22,65,90,75,75,Loamy,6,2,England,white-flowered laburnum,shrub
25,70,100,80,80,Loamy,6,4,Italy,white-flowered laburnum,shrub
18,55,70,60,65,Sandy,6,1,Spain,white-flowered laburnum,shrub
20,30,10,10,80,Loamy,6,2,Germany,white-flowered laburnum,shrub
20,50,70,60,60,Loamy,6,2,Australia/Sydney,variegated boronia,shrub
25,60,80,70,70,Sandy,6,2,New Zealand/Auckland,variegated boronia,shrub
15,40,60,50,50,Loamy,6,2,South Africa/Cape Town,variegated boronia,shrub
20,50,70,60,60,Sandy,6,2,USA/Los Angeles,variegated boronia,shrub
25,60,80,70,70,Loamy,6,2,Canada/Toronto,variegated boronia,shrub
18,60,50,70,75,Loamy,6,4,Turkey/Istanbul,lambert's hazel,shrub
20,55,40,60,70,Loamy,6,4,Canada/Toronto,lambert's hazel,shrub
22,65,60,80,70,Loamy,6,4,United States/New York,lambert's hazel,shrub
18,55,50,70,75,Loamy,6,4,United Kingdom/London,lambert's hazel,shrub
20,50,40,60,70,Loamy,6,4,Australia/Sydney,lambert's hazel,shrub
25,70,100,80,80,Loamy,6,4,United States/New Mexico,rhus trilobata,shrub
30,60,90,50,70,Sandy,2,1,United States/Arizona,rhus trilobata,shrub
20,80,70,70,60,Loamy,6,2,Canada/Alberta,rhus trilobata,shrub
25,75,80,60,75,Loamy,6,4,United States/Utah,rhus trilobata,shrub
20,70,90,60,70,Sandy,2,1,Mexico/Sonora,rhus trilobata,shrub
25,40,60,40,60,Loamy,6,2,United States/California,coyote willow,shrub
20,50,70,50,70,Sandy,6,2,Canada/Ontario,coyote willow,shrub
15,60,80,60,80,Loamy,6,4,United States/Washington,coyote willow,shrub
18,55,75,55,75,Loamy,6,2,United Kingdom/London,coyote willow,shrub
22,45,65,45,65,Loamy,6,2,Australia/Sydney,coyote willow,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,lonicera quinquelocularis,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,lonicera quinquelocularis,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,lonicera quinquelocularis,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,lonicera quinquelocularis,shrub
20,30,10,10,80,Loamy,6,2,Greece,lonicera quinquelocularis,shrub
25,60,80,70,70,Loamy,6,2,France/Grasse,rose geranium,shrub
20,50,70,60,60,Sandy,2,1,Morocco,rose geranium,shrub
25,60,80,70,70,Loamy,6,2,Italy/Sicily,rose geranium,shrub
20,50,70,60,60,Sandy,2,1,Spain/Seville,rose geranium,shrub
25,60,80,70,70,Loamy,6,2,Egypt,rose geranium,shrub
22,65,90,60,75,Loamy,6,4,China/Beijing,polyscias sambucifolia,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,polyscias sambucifolia,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,polyscias sambucifolia,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,polyscias sambucifolia,shrub
20,30,10,10,80,Loamy,6,2,Greece,polyscias sambucifolia,shrub
25,70,100,80,80,Loamy,6,4,United States/Washington D.C.,fothergilla gardenii,shrub
20,60,80,70,70,Sandy,2,2,Canada/Ottawa,fothergilla gardenii,shrub
25,70,100,80,80,Loamy,6,4,Germany/Berlin,fothergilla gardenii,shrub
20,60,80,70,70,Sandy,2,2,Australia/Canberra,fothergilla gardenii,shrub
20,30,10,10,80,Loamy,6,2,Japan/Tokyo,fothergilla gardenii,shrub
25,70,100,80,80,Loamy,6,4,Nigeria/Lagos,african milk barrel,shrub
30,65,90,70,75,Sandy,6,2,Kenya/Nairobi,african milk barrel,shrub
28,75,95,80,85,Loamy,6,4,South Africa/Johannesburg,african milk barrel,shrub
26,72,85,75,78,Loamy,6,4,Tanzania/Dar es Salaam,african milk barrel,shrub
27,68,80,70,80,Loamy,6,4,Ethiopia/Addis Ababa,african milk barrel,shrub
25,70,100,80,80,Loamy,6,4,United States,alnus serrulata,shrub
20,60,80,70,70,Sandy,6,2,Canada,alnus serrulata,shrub
25,70,100,80,80,Loamy,6,4,Brazil,alnus serrulata,shrub
20,60,80,70,70,Sandy,6,2,Mexico,alnus serrulata,shrub
20,30,10,10,80,Loamy,6,2,China,alnus serrulata,shrub
20,60,80,70,70,Loamy,6,2,China,flowering quince,shrub
22,65,75,75,75,Loamy,6,2,Japan,flowering quince,shrub
18,50,70,60,60,Loamy,6,2,United States,flowering quince,shrub
25,70,90,80,80,Loamy,6,4,France,flowering quince,shrub
20,55,70,65,70,Loamy,6,2,Italy,flowering quince,shrub
25,70,100,80,80,Loamy,6,4,South Africa,erythrina humeana,shrub
20,60,80,70,70,Sandy,2,2,Australia,erythrina humeana,shrub
25,70,100,80,80,Loamy,6,4,Mexico,erythrina humeana,shrub
20,60,80,70,70,Sandy,2,2,Brazil,erythrina humeana,shrub
20,30,10,10,80,Loamy,6,2,South Africa,erythrina humeana,shrub
15,50,60,70,60,Loamy,6,2,Nepal/Kathmandu,gaultheria hispida,shrub
20,60,70,80,70,Sandy,6,4,India/New Delhi,gaultheria hispida,shrub
25,70,80,90,80,Loamy,6,4,China/Shanghai,gaultheria hispida,shrub
20,60,70,80,70,Sandy,6,2,Japan/Osaka,gaultheria hispida,shrub
15,50,60,70,60,Loamy,6,2,Brazil/Sao Paulo,gaultheria hispida,shrub
25,70,100,80,80,Clay,6,4,China/Beijing,globular butterfly bush,shrub
22,65,90,75,75,Loamy,6,2,USA/California,globular butterfly bush,shrub
28,75,100,85,85,Sandy,6,4,Australia/Sydney,globular butterfly bush,shrub
20,60,80,70,70,Loamy,6,2,India/Bangalore,globular butterfly bush,shrub
18,55,75,65,65,Clay,6,2,UK/London,globular butterfly bush,shrub
50,60,80,50,60,Loamy,6,4,United States,american holly,shrub
45,55,70,40,55,Sandy,6,2,United States,american holly,shrub
55,65,90,60,70,Loamy,6,4,United States,american holly,shrub
40,50,60,30,50,Sandy,6,2,United States,american holly,shrub
35,45,50,20,45,Loamy,6,2,United States,american holly,shrub
25,60,80,70,70,Loamy,6,4,China/Beijing,lindera obtusiloba,shrub
22,65,75,60,75,Sandy,6,2,Japan/Tokyo,lindera obtusiloba,shrub
27,55,85,75,60,Loamy,6,4,India/Bangalore,lindera obtusiloba,shrub
20,70,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,lindera obtusiloba,shrub
18,60,70,65,75,Loamy,6,2,Greece/Athens,lindera obtusiloba,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,aralia hispida,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,aralia hispida,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,aralia hispida,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,aralia hispida,shrub
20,30,10,10,80,Loamy,6,2,Greece,aralia hispida,shrub
25,70,100,80,80,Loamy,6,4,Mexico,weber's agave,shrub
30,60,90,50,70,Sandy,2,1,United States,weber's agave,shrub
28,75,95,70,85,Loamy,6,2,Australia,weber's agave,shrub
22,65,80,60,75,Clay,6,2,Spain,weber's agave,shrub
25,70,100,80,80,Loamy,6,4,Italy,weber's agave,shrub
20,50,60,70,70,Loamy,6,2,Australia,kangaroo apple,shrub
25,60,70,80,80,Loamy,6,4,New Zealand,kangaroo apple,shrub
25,70,80,90,80,Loamy,6,4,Chile,kangaroo apple,shrub
20,50,60,70,70,Loamy,6,2,Argentina,kangaroo apple,shrub
20,40,50,60,60,Loamy,6,2,South Africa,kangaroo apple,shrub
25,60,80,70,70,Loamy,6,2,China/Beijing,ephedra equisetina,shrub
20,50,70,60,60,Sandy,2,1,Japan/Tokyo,ephedra equisetina,shrub
25,60,80,70,70,Loamy,6,2,India/Bangalore,ephedra equisetina,shrub
20,50,70,60,60,Sandy,2,1,Brazil/Rio de Janeiro,ephedra equisetina,shrub
20,20,30,40,60,Sandy,2,1,Greece,ephedra equisetina,shrub
30,70,80,40,60,Sandy,2,1,Mexico/Veracruz,yucca rupicola,shrub
25,80,90,60,70,Loamy,6,2,USA/Texas,yucca rupicola,shrub
35,50,100,20,40,Sandy,2,1,USA/Arizona,yucca rupicola,shrub
20,70,70,50,60,Loamy,6,2,USA/California,yucca rupicola,shrub
25,60,80,40,70,Loamy,6,2,USA/Florida,yucca rupicola,shrub
25,60,70,100,80,Loamy,6,4,United States/Florida,cyrilla racemiflora,shrub
30,50,80,90,70,Sandy,6,2,Brazil/Sao Paulo,cyrilla racemiflora,shrub
20,70,60,80,80,Loamy,6,4,Australia/Sydney,cyrilla racemiflora,shrub
25,60,70,100,80,Loamy,6,4,Mexico/Cancun,cyrilla racemiflora,shrub
30,50,80,90,70,Sandy,6,2,India/Goa,cyrilla racemiflora,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,salix hookeriana,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,salix hookeriana,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,salix hookeriana,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,salix hookeriana,shrub
20,30,10,10,80,Loamy,6,2,Greece,salix hookeriana,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,rubus cuneifolius,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,rubus cuneifolius,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,rubus cuneifolius,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,rubus cuneifolius,shrub
20,30,10,10,80,Loamy,6,2,Greece,rubus cuneifolius,shrub
20,50,70,60,70,Sandy,6,2,United States/Oregon,vaccinium ovatum,shrub
22,60,80,70,75,Loamy,6,4,Canada/British Columbia,vaccinium ovatum,shrub
18,55,75,65,70,Loamy,6,2,Australia/New South Wales,vaccinium ovatum,shrub
20,50,70,60,70,Sandy,6,2,Mexico/Oaxaca,vaccinium ovatum,shrub
22,60,80,70,75,Loamy,6,4,Chile/Santiago,vaccinium ovatum,shrub
25,70,60,100,70,Loamy,6,4,China/Beijing,euonymus oxyphyllus,shrub
20,60,50,80,60,Loamy,6,2,Japan/Tokyo,euonymus oxyphyllus,shrub
15,50,40,70,50,Loamy,6,2,India/Bangalore,euonymus oxyphyllus,shrub
18,55,45,75,55,Loamy,6,2,Brazil/Rio de Janeiro,euonymus oxyphyllus,shrub
10,40,30,60,40,Loamy,6,2,Greece,euonymus oxyphyllus,shrub
30,40,70,50,50,Sandy,2,1,United States/California,encelia farinosa,shrub
25,60,80,70,70,Loamy,6,2,Mexico,encelia farinosa,shrub
20,70,100,80,80,Loamy,6,4,Australia/Sydney,encelia farinosa,shrub
25,60,80,70,70,Sandy,2,2,Spain/Barcelona,encelia farinosa,shrub
20,30,10,10,80,Loamy,6,2,South Africa/Cape Town,encelia farinosa,shrub
15,60,60,40,60,Sandy,6,2,China/Beijing,weeping forsythia,shrub
20,70,80,50,70,Loamy,6,4,Japan/Tokyo,weeping forsythia,shrub
18,65,75,45,65,Loamy,6,2,India/Bangalore,weeping forsythia,shrub
22,75,85,60,75,Loamy,6,4,Brazil/Rio de Janeiro,weeping forsythia,shrub
17,55,65,35,55,Sandy,6,2,Greece,weeping forsythia,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,corokie cotoneaster,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,corokie cotoneaster,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,corokie cotoneaster,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,corokie cotoneaster,shrub
20,30,10,10,80,Loamy,6,2,Greece,corokie cotoneaster,shrub
25,65,90,70,70,Loamy,6,4,Mexico/Chihuahua,chilopsis,shrub
30,75,100,60,60,Sandy,2,2,United States/Arizona,chilopsis,shrub
20,60,80,65,70,Loamy,6,2,Australia/Sydney,chilopsis,shrub
25,70,85,80,75,Sandy,6,4,Spain/Valencia,chilopsis,shrub
22,55,75,60,65,Loamy,6,2,South Africa/Cape Town,chilopsis,shrub
25,60,70,60,70,Sandy,6,4,China/Beijing,sambucus sieboldiana,shrub
20,50,60,50,60,Loamy,6,2,Japan/Tokyo,sambucus sieboldiana,shrub
25,60,70,60,70,Sandy,6,4,India/Bangalore,sambucus sieboldiana,shrub
20,50,60,50,60,Loamy,6,2,Brazil/Rio de Janeiro,sambucus sieboldiana,shrub
20,30,10,10,80,Loamy,6,2,Greece,sambucus sieboldiana,shrub
20,60,80,70,70,Sandy,2,2,China/Beijing,rosa pisocarpa,shrub
25,70,100,80,80,Loamy,6,4,Japan/Tokyo,rosa pisocarpa,shrub
30,80,90,90,75,Loamy,6,4,India/Mumbai,rosa pisocarpa,shrub
15,50,70,60,60,Sandy,2,2,Brazil/Rio de Janeiro,rosa pisocarpa,shrub
18,55,75,65,65,Loamy,6,2,Greece/Athens,rosa pisocarpa,shrub
25,70,100,80,80,Loamy,6,4,India,spicy chaef,shrub
20,60,80,70,70,Sandy,2,2,Mexico,spicy chaef,shrub
30,75,90,60,80,Loamy,6,4,Thailand,spicy chaef,shrub
25,65,70,70,75,Loamy,6,2,India,spicy chaef,shrub
20,80,100,90,85,Loamy,6,4,India,spicy chaef,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,crataegus pentagyna,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,crataegus pentagyna,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,crataegus pentagyna,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,crataegus pentagyna,shrub
20,30,10,10,80,Loamy,6,2,Greece,crataegus pentagyna,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,obtuse-leaved privet,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,obtuse-leaved privet,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,obtuse-leaved privet,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,obtuse-leaved privet,shrub
20,30,10,10,80,Loamy,6,2,Greece,obtuse-leaved privet,shrub
20,40,60,50,50,Sandy,2,1,United States/California,arctostaphylos glauca,shrub
25,60,80,70,70,Loamy,6,2,Mexico/Guadalajara,arctostaphylos glauca,shrub
15,50,70,60,60,Sandy,6,2,Canada/Toronto,arctostaphylos glauca,shrub
22,55,75,65,65,Loamy,6,2,Australia/Sydney,arctostaphylos glauca,shrub
18,45,65,55,55,Loamy,6,2,New Zealand/Wellington,arctostaphylos glauca,shrub
20,60,80,70,70,Sandy,2,2,France/Montpellier,montpellier broom,shrub
22,65,85,75,75,Sandy,6,2,Spain/Barcelona,montpellier broom,shrub
18,55,75,65,65,Loamy,6,1,Italy/Rome,montpellier broom,shrub
20,60,80,70,70,Sandy,2,2,Greece/Athens,montpellier broom,shrub
22,65,85,75,75,Sandy,6,2,Portugal/Lisbon,montpellier broom,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,herbaceous willow,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,herbaceous willow,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,herbaceous willow,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,herbaceous willow,shrub
20,30,10,10,80,Loamy,6,2,Greece,herbaceous willow,shrub
30,80,90,60,70,Sandy loam,6,4,Australia/Sydney,seagrape,shrub
28,75,80,70,75,Sandy loam,6,4,Thailand/Bangkok,seagrape,shrub
32,85,95,55,65,Sandy loam,6,4,Mexico/Cancun,seagrape,shrub
26,70,85,65,80,Sandy loam,6,4,Malaysia/Kuala Lumpur,seagrape,shrub
29,75,85,60,75,Sandy loam,6,4,Philippines/Manila,seagrape,shrub
25,80,90,60,70,Loamy,6,4,France/Montpellier,coris of montpellier,shrub
24,85,85,70,75,Loamy,6,4,France/Montpellier,coris of montpellier,shrub
23,77,80,75,80,Loamy,6,4,France/Montpellier,coris of montpellier,shrub
26,82,95,65,75,Loamy,6,4,France/Montpellier,coris of montpellier,shrub
25,78,88,70,70,Loamy,6,4,France/Montpellier,coris of montpellier,shrub
25,70,100,80,80,Sandy,6,2,Germany,myricaria germanica,shrub
20,50,70,60,70,Sandy,6,2,Poland,myricaria germanica,shrub
30,80,90,90,80,Loamy,6,4,Russia,myricaria germanica,shrub
25,60,80,70,70,Clay,6,2,France,myricaria germanica,shrub
20,70,60,60,80,Loamy,6,2,Spain,myricaria germanica,shrub
15,60,50,60,70,Sandy,6,2,United Kingdom/London,hairy heather,shrub
20,70,60,70,80,Loamy,6,4,Germany/Berlin,hairy heather,shrub
18,65,55,75,75,Loamy,6,2,France/Paris,hairy heather,shrub
22,70,65,80,80,Loamy,6,4,Spain/Madrid,hairy heather,shrub
16,55,45,65,70,Sandy,6,2,Sweden/Stockholm,hairy heather,shrub
25,60,80,70,70,Loamy,6,2,France/Marseille,crucialelle maritime,shrub
27,65,85,75,75,Sandy,6,4,Spain/Valencia,crucialelle maritime,shrub
23,55,75,65,65,Loamy,6,2,Italy/Naples,crucialelle maritime,shrub
22,50,70,60,60,Sandy,6,2,Mexico/Cancun,crucialelle maritime,shrub
20,45,65,55,55,Loamy,6,1,Australia/Sydney,crucialelle maritime,shrub
18,70,60,80,80,Sandy,6,2,United Kingdom,gorse,shrub
20,75,70,70,75,Sandy,6,2,New Zealand,gorse,shrub
22,65,80,60,70,Sandy,6,2,Australia,gorse,shrub
17,70,55,85,80,Sandy,6,2,Ireland,gorse,shrub
19,75,65,75,75,Sandy,6,2,France,gorse,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,hairy broom,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,hairy broom,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,hairy broom,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,hairy broom,shrub
20,30,10,10,80,Loamy,6,2,Greece,hairy broom,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,blackening laburnum,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,blackening laburnum,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,blackening laburnum,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,blackening laburnum,shrub
20,30,10,10,80,Loamy,6,2,Greece,blackening laburnum,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,false laburnum anthyllid,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,false laburnum anthyllid,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,false laburnum anthyllid,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,false laburnum anthyllid,shrub
20,30,10,10,80,Loamy,6,2,Greece,false laburnum anthyllid,shrub
20,40,60,60,70,Sandy,6,2,Turkey/Antalya,lycian juniper,shrub
25,50,70,70,80,Sandy,6,4,Turkey/Mugla,lycian juniper,shrub
15,30,40,50,60,Loamy,2,1,Spain/Valencia,lycian juniper,shrub
18,35,50,60,65,Sandy,6,2,Italy/Sardinia,lycian juniper,shrub
22,45,55,50,75,Loamy,6,2,Greece/Athens,lycian juniper,shrub
20,50,70,60,60,Sandy,2,1,United Kingdom,small-flowered gorse,shrub
25,60,80,70,70,Sandy,6,2,Spain,small-flowered gorse,shrub
15,40,60,50,50,Loamy,2,1,France,small-flowered gorse,shrub
20,50,70,60,60,Loamy,6,2,Ireland,small-flowered gorse,shrub
15,40,60,50,50,Sandy,6,2,Germany,small-flowered gorse,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,lychnite,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,lychnite,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,lychnite,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,lychnite,shrub
20,30,10,10,80,Loamy,6,2,Greece,lychnite,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,rose with elliptical leaves,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,rose with elliptical leaves,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,rose with elliptical leaves,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,rose with elliptical leaves,shrub
20,30,10,10,80,Loamy,6,2,Greece,rose with elliptical leaves,shrub
25,70,100,80,80,Loamy,6,4,Spain/Andalusia,cistus hirsutus,shrub
20,60,80,70,70,Sandy,2,2,Portugal/Algarve,cistus hirsutus,shrub
25,70,100,80,80,Loamy,6,4,Italy/Sardinia,cistus hirsutus,shrub
20,60,80,70,70,Sandy,2,2,France/Provence-Alpes-Côte d'Azur,cistus hirsutus,shrub
20,30,10,10,80,Loamy,6,2,Turkey/Antalya,cistus hirsutus,shrub
18,60,70,60,70,Loamy,6,2,Argentina/Bariloche,mountain rosehip,shrub
20,65,80,70,75,Sandy,6,2,Chile/Santiago,mountain rosehip,shrub
15,55,60,50,60,Loamy,6,2,Canada/Banff,mountain rosehip,shrub
22,70,85,75,80,Loamy,6,4,Norway/Oslo,mountain rosehip,shrub
16,50,65,55,65,Sandy,6,2,Switzerland/Zermatt,mountain rosehip,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,stehline,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,stehline,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,stehline,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,stehline,shrub
20,30,10,10,80,Loamy,6,2,Greece,stehline,shrub
20,40,60,50,50,Sandy,2,2,Spain/Madrid,dwarf service tree,shrub
25,70,80,70,60,Loamy,6,2,France/Paris,dwarf service tree,shrub
18,60,70,60,70,Loamy,6,4,Germany/Berlin,dwarf service tree,shrub
22,65,75,70,50,Loamy,6,2,Italy/Rome,dwarf service tree,shrub
23,70,85,80,55,Loamy,6,4,United Kingdom/London,dwarf service tree,shrub
20,50,60,70,60,Sandy,2,1,Canada/Toronto,scree currant,shrub
15,40,50,60,50,Clay,6,2,United States/New York,scree currant,shrub
25,60,70,80,70,Loamy,6,4,Australia/Sydney,scree currant,shrub
20,50,60,70,60,Sandy,2,2,Germany/Berlin,scree currant,shrub
15,40,50,60,50,Clay,6,1,France/Paris,scree currant,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,large statice,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,large statice,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,large statice,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,large statice,shrub
20,30,10,10,80,Loamy,6,2,Greece,large statice,shrub
28,65,90,70,75,Loamy,6,4,Mexico/Cancun,arceutobe,shrub
25,70,80,80,80,Loamy,6,4,Spain/Barcelona,arceutobe,shrub
20,60,70,60,70,Sandy,2,2,Australia/Sydney,arceutobe,shrub
18,55,60,50,70,Sandy,2,2,Canada/Toronto,arceutobe,shrub
22,75,100,90,85,Loamy,6,4,United States/New York,arceutobe,shrub
15,60,50,70,70,Rocky,6,2,Switzerland/Zurich,alpine stonecrop,shrub
10,50,40,60,60,Rocky,2,1,Austria/Vienna,alpine stonecrop,shrub
12,55,45,65,65,Rocky,6,2,Italy/Rome,alpine stonecrop,shrub
8,45,35,55,55,Rocky,2,1,France/Paris,alpine stonecrop,shrub
10,50,40,60,60,Rocky,6,2,Germany/Berlin,alpine stonecrop,shrub
20,60,80,70,70,Sandy,2,2,China/Beijing,flax-leaved broom,shrub
25,70,100,80,80,Loamy,6,4,Japan/Tokyo,flax-leaved broom,shrub
30,80,90,90,70,Loamy,6,4,India/Bangalore,flax-leaved broom,shrub
15,50,70,60,60,Sandy,2,1,Brazil/Rio de Janeiro,flax-leaved broom,shrub
25,40,60,50,70,Loamy,6,2,Greece/Athens,flax-leaved broom,shrub
22,60,80,70,70,Loamy,6,2,France/Provence,lying thyme,shrub
20,65,70,75,75,Loamy,6,2,Italy/Tuscany,lying thyme,shrub
25,55,85,65,70,Sandy,6,2,Spain/Andalusia,lying thyme,shrub
18,70,75,80,80,Loamy,6,4,USA/California,lying thyme,shrub
23,60,85,70,70,Loamy,6,2,Australia/Sydney,lying thyme,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,salix arbuscula,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,salix arbuscula,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,salix arbuscula,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,salix arbuscula,shrub
20,30,10,10,80,Loamy,6,2,Greece,salix arbuscula,shrub
25,60,80,70,70,Loamy,6,4,Italy/Rome,daphne fake olive tree,shrub
20,70,100,80,80,Loamy,6,4,Spain/Barcelona,daphne fake olive tree,shrub
25,50,70,60,60,Loamy,6,2,France/Paris,daphne fake olive tree,shrub
20,40,60,50,50,Sandy,2,1,USA/California,daphne fake olive tree,shrub
22,55,75,65,65,Loamy,6,2,Australia/Sydney,daphne fake olive tree,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,blunt-leaved willow,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,blunt-leaved willow,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,blunt-leaved willow,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,blunt-leaved willow,shrub
20,30,10,10,80,Loamy,6,2,Greece,blunt-leaved willow,shrub
25,60,80,70,70,Loamy,6,4,Spain/Madrid,genista germanica,shrub
20,50,70,60,60,Sandy,6,2,France/Paris,genista germanica,shrub
25,60,80,70,70,Loamy,6,4,Italy/Rome,genista germanica,shrub
20,50,70,60,60,Sandy,6,2,Germany/Berlin,genista germanica,shrub
20,40,60,50,50,Loamy,6,2,United Kingdom/London,genista germanica,shrub
10,50,60,60,70,Loamy,6,2,Albania/Tirana,jundzill rosehip,shrub
15,60,70,70,75,Loamy,6,4,Bulgaria/Sofia,jundzill rosehip,shrub
20,70,80,80,80,Loamy,6,4,Germany/Berlin,jundzill rosehip,shrub
25,80,90,90,85,Loamy,6,4,Spain/Madrid,jundzill rosehip,shrub
30,90,100,100,90,Loamy,6,4,Italy/Rome,jundzill rosehip,shrub
25,70,100,80,80,Loamy,6,4,China/Beijing,alyssum spinosum,shrub
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,alyssum spinosum,shrub
25,70,100,80,80,Loamy,6,4,India/Bangalore,alyssum spinosum,shrub
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,alyssum spinosum,shrub
20,30,10,10,80,Loamy,6,2,Greece,alyssum spinosum,shrub
25,70,100,80,80,Loamy,6,4,Canada,haskap,shrub
20,60,80,70,70,Sandy,6,2,United States,haskap,shrub
25,70,100,80,80,Loamy,6,4,China,haskap,shrub
20,60,80,70,70,Sandy,6,2,Russia,haskap,shrub
20,30,10,10,80,Loamy,6,2,Japan,haskap,shrub
25,70,100,80,80,Loamy,6,4,United Kingdom,genista anglica,shrub
20,60,80,70,70,Sandy,2,2,United States,genista anglica,shrub
25,70,100,80,80,Loamy,6,4,Canada,genista anglica,shrub
20,60,80,70,70,Sandy,2,2,Australia,genista anglica,shrub
20,30,10,10,80,Loamy,6,2,France,genista anglica,shrub
15,60,40,40,70,Loamy,6,2,France/Saint-Daboec,heather of saint-daboec,shrub
20,55,60,60,65,Sandy,6,2,Scotland,heather of saint-daboec,shrub
18,70,70,70,75,Loamy,6,4,Ireland,heather of saint-daboec,shrub
18,65,75,65,70,Sandy,6,2,England,heather of saint-daboec,shrub
16,50,30,50,65,Loamy,6,2,Netherlands,heather of saint-daboec,shrub
25,70,100,80,80,Sandy,6,4,China/Beijing,rock buckthorn,shrub
